Symbol,Company Name,Industry,Market Cap
RMGC,RMG Acquisition III,Blank Check / SPAC,587.45M
RMNI,Rimini Street,Software,437.29M
RMO,Romeo Power,Auto Parts,293.76M
RMR,The RMR Group,Real Estate Management &amp; Development,529.33M
RMTI,Rockwell Medical,Health Care Equipment &amp; Supplies,36.93M
RNA,Avidity Biosciences,Biotechnology,666.88M
RNAZ,TransCode Therapeutics,Biotechnology,26.20M
RNDB,Randolph Bancorp,Thrifts &amp; Mortgage Finance,120.88M
RNER,Mount Rainier Acquisition,Blank Check / SPAC,219.15M
RNG,RingCentral,Software,15.64B
RNGR,Ranger Energy Services,Energy Equipment &amp; Services,265.45M
RNLX,Renalytix,Health Care Technology,544.62M
RNR,RenaissanceRe Holdings,Insurance,7.63B
RNST,Renasant,Banks,2.09B
RNW,ReNew Energy Global,Utilities-Renewable,2.26B
RNWK,RealNetworks,Software,37.00M
RNXT,RenovoRx,Biotechnology,32.07M
ROAD,Construction Partners,Construction &amp; Engineering,1.20B
ROC,ROC Energy Acquisition,Blank Check / SPAC,213.08M
ROCC,Ranger Oil,Oil &amp; Gas E&amp;P,604.81M
ROCG,Roth CH Acquisition IV Co.,Blank Check / SPAC,127.04M
ROCK,Gibraltar Industries,Building Products,1.85B
ROCL,Roth CH Acquisition V Co.,Blank Check / SPAC,126.53M
ROCR,Roth CH Acquisition III Co.,Blank Check / SPAC,146.65M
ROG,Rogers,"Electronic Equipment, Instruments &amp; C...",5.11B
ROIC,Retail Opportunity Investments,"Equity Real Estate 
Investment Trusts...",2.21B
ROIV,Roivant Sciences,Biotechnology,5.02B
ROK,Rockwell Automation,Electrical Equipment,36.46B
ROKU,"Roku, Inc.",Entertainment,20.44B
ROL,Rollins,Commercial Services &amp; Supplies,15.41B
ROLL,RBC Bearings,Machinery,5.50B
RONI,Rice Acquisition II,Blank Check / SPAC,339.50M
ROOT,"Root, Inc.",Insurance-Property &amp; Casualty,479.75M
ROP,Roper Technologies,Industrial Conglomerates,46.20B
ROSE,Rose Hill Acquisition,Blank Check / SPAC,168.08M
ROSS,Ross Acquisition II,Blank Check / SPAC,421.33M
ROST,Ross Stores,Specialty Retail,33.72B
ROVR,Rover Group,Personal Services,1.03B
RPAY,Repay Holdings,IT Services,1.42B
RPD,Rapid7,Software,5.25B
RPHM,Reneo Pharmaceuticals,Biotechnology,188.06M
RPID,Rapid Micro Biosystems,Wireless Telecommunication Services,286.99M
RPM,RPM International,Chemicals,11.45B
RPRX,Royalty Pharma,Pharmaceuticals,16.81B
RPT,RPT Realty,"Equity Real Estate 
Investment Trusts...",1.06B
RPTX,Repare Therapeutics,Biotechnology,556.33M
RRAC,Rigel Resource Acquisition,Blank Check / SPAC,333.45M
RRBI,Red River Bancshares,Banks,383.61M
RRC,Range Resources,"Oil, Gas &amp; Consumable Fuels",4.58B
RRD,R.R. Donnelley &amp; Sons Company,Commercial Services &amp; Supplies,803.46M
RRGB,Red Robin Gourmet Burgers,"Hotels, Restaurants &amp; Leisure",217.98M
RRR,Red Rock Resorts,"Hotels, Restaurants &amp; Leisure",2.67B
RRX,Regal Rexnord,Specialty Industrial Machinery,10.96B
RS,Reliance Steel &amp; Aluminum Co.,Metals &amp; Mining,9.45B
RSG,Republic Services,Commercial Services &amp; Supplies,40.58B
RSI,Rush Street Interactive,Gambling,566.05M
RSKD,Riskified,Software-Application,1.01B
RSLS,ReShape Lifesciences,Health Care Equipment &amp; Supplies,24.01M
RSSS,Research Solutions,IT Services,58.84M
RSVR,Reservoir Media,Entertainment,440.80M
RTLR,Rattler Midstream LP,"Oil, Gas &amp; Consumable Fuels",483.26M
RTX,Raytheon Technologies,Aerospace &amp; Defense,130.53B
RUBY,Rubius Therapeutics,Biotechnology,656.02M
RUN,SunRun,Electrical Equipment,5.36B
RUSHA,Rush Enterprises,Trading Companies &amp; Distributors,2.95B
RUSHB,Rush Enterprises,Auto &amp; Truck Dealerships,2.95B
RUTH,Ruth's Hospitality Group,"Hotels, Restaurants &amp; Leisure",627.99M
RVAC,Riverview Acquisition,Blank Check / SPAC,304.69M
RVI,Retail Value,"Equity Real Estate 
Investment Trusts...",66.52M
RVLP,RVL Pharmaceuticals,Pharmaceuticals,75.54M
RVLV,Revolve Group,Internet &amp; Direct Marketing Retail,2.99B
RVMD,Revolution Medicines,Biotechnology,1.67B
RVNC,Revance Therapeutics,Pharmaceuticals,964.20M
RVP,Retractable Technologies,Health Care Equipment &amp; Supplies,184.02M
RVPH,Reviva Pharmaceuticals Holdings,Biotechnology,24.19M
RVSB,Riverview Bancorp,Thrifts &amp; Mortgage Finance,170.67M
RWAY,Runway Growth Finance,Credit Services,531.74M
RWLK,ReWalk Robotics,Health Care Equipment &amp; Supplies,67.45M
RWT,Redwood Trust,"Mortgage Real Estate Investment 
Trus...",1.34B
RXDX,Prometheus Biosciences,Biotechnology,1.27B
RXRA,RXR Acquisition,Blank Check / SPAC,418.74M
RXRX,Recursion Pharmaceuticals,Biotechnology,1.90B
RXST,RxSight,Medical Devices,301.71M
RXT,Rackspace Technology,Software-Infrastructure,2.73B
RY,Royal Bank of Canada,Banks,164.82B
RYAAY,Ryanair Holdings,Airlines,25.71B
RYAM,Rayonier Advanced Materials,Chemicals,412.38M
RYAN,Ryan Specialty Group Holdings,Insurance-Specialty,4.05B
RYB,RYB Education,Diversified Consumer Services,48.00M
RYI,Ryerson Holding,Metals &amp; Mining,808.97M
RYN,Rayonier,"Equity Real Estate 
Investment Trusts...",5.18B
RYTM,Rhythm Pharmaceuticals,Biotechnology,366.96M
RZLT,Rezolute,Biotechnology,68.25M
S,SentinelOne,Software-Infrastructure,10.71B
SA,Seabridge Gold,Metals &amp; Mining,1.32B
SABR,Sabre,IT Services,2.78B
SABS,SAB Biotherapeutics,Biotechnology,238.24M
SACH,Sachem Capital,Thrifts &amp; Mortgage Finance,176.86M
SAFE,Safehold,"Equity Real Estate 
Investment Trusts...",3.50B
SAFM,Sanderson Farms,Food Products,4.18B
SAFT,Safety Insurance Group,Insurance,1.21B
SAGE,Sage Therapeutics,Biotechnology,2.25B
SAH,Sonic Automotive,Specialty Retail,1.89B
SAIA,"Saia, Inc.",Road &amp; Rail,7.18B
SAIC,Science Applications International,IT Services,4.85B
SAIL,SailPoint Technologies Holdings,Software,3.70B
SAL,Salisbury Bancorp,Banks,152.59M
SALM,Salem Media Group,Media,77.72M
SAM,The Boston Beer Company,Beverages,5.45B
SAMA,Schultze Special Purpose Acquisition II,Blank Check / SPAC,184.69M
SAMG,Silvercrest Asset Management Group,Capital Markets,161.40M
SAN,Banco Santander,Banks,59.44B
SANA,Sana Biotechnology,Biotechnology,1.63B
SANB,Sanaby Health Acquisition I,Blank Check / SPAC,193.64M
SAND,Sandstorm Gold,Metals &amp; Mining,1.18B
SANG,Sangoma Technologies,Software-Infrastructure,399.95M
SANM,Sanmina,"Electronic Equipment, Instruments &amp; C...",2.41B
SANW,S&amp;W Seed Company,Food Products,91.75M
SAP,SAP SE,Software,161.74B
SAR,Saratoga Investment,Capital Markets,315.01M
SASR,Sandy Spring Bancorp,Banks,2.16B
SATS,EchoStar,Communications Equipment,2.08B
SAVA,Cassava Sciences,Pharmaceuticals,1.45B
SAVE,Spirit Airlines,Airlines,2.34B
SB,Safe Bulkers,Marine,406.28M
SBAC,SBA Communications,"Equity Real Estate 
Investment Trusts...",33.98B
SBCF,Seacoast Banking Corporation of Florida,Banks,2.17B
SBEA,SilverBox Engaged Merger I,Blank Check / SPAC,429.52M
SBET,SharpLink Gaming,Gambling,37.38M
SBEV,Splash Beverage Group,Beverages-Brewers,109.27M
SBFG,SB Financial Group,Banks,145.28M
SBGI,Sinclair Broadcast Group,Media,2.03B
SBH,Sally Beauty Holdings,Specialty Retail,1.91B
SBII,Sandbridge X2,Blank Check / SPAC,289.09M
SBLK,Star Bulk Carriers,Marine,2.06B
SBNY,Signature Bank,Banks,19.79B
SBOW,SilverBow Resources,"Oil, Gas &amp; Consumable Fuels",329.36M
SBR,Sabine Royalty Trust,"Oil, Gas &amp; Consumable Fuels",719.20M
SBRA,Sabra Health Care REIT,"Equity Real Estate 
Investment Trusts...",3.02B
SBS,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP,Water Utilities,4.54B
SBSI,Southside Bancshares,Banks,1.36B
SBSW,Sibanye Stillwater,Metals &amp; Mining,10.84B
SBT,Sterling Bancorp,Thrifts &amp; Mortgage Finance,307.74M
SBTX,Silverback Therapeutics,Biotechnology,151.08M
SBUX,Starbucks,"Hotels, Restaurants &amp; Leisure",112.99B
SC,Santander Consumer USA Holdings,Consumer Finance,12.71B
SCAQ,Stratim Cloud Acquisition,Blank Check / SPAC,303.44M
SCCO,Southern Copper,Metals &amp; Mining,51.22B
SCHL,Scholastic,Media,1.41B
SCHN,Schnitzer Steel Industries,Metals &amp; Mining,1.04B
SCHW,The Charles Schwab Corporation,Capital Markets,168.64B
SCI,Service Corporation International,Diversified Consumer Services,10.42B
SCKT,Socket Mobile,"Technology Hardware, Storage &amp; Periph...",26.49M
SCL,Stepan Company,Chemicals,2.55B
SCLE,Broadscale Acquisition,Blank Check / SPAC,423.92M
SCM,Stellus Capital Investment,Capital Markets,261.11M
SCMA,Seaport Calibre Materials Acquisition,Blank Check / SPAC,159.74M
SCOA,ScION Tech Growth I,Blank Check / SPAC,701.50M
SCOB,ScION Tech Growth II,Blank Check / SPAC,419.61M
SCOR,Comscore,Media,268.13M
SCPH,scPharmaceuticals,Pharmaceuticals,111.06M
SCPL,SciPlay,Entertainment,297.38M
SCPS,Scopus Biopharma,Biotechnology,25.52M
SCS,Steelcase,Commercial Services &amp; Supplies,1.36B
SCSC,ScanSource,"Electronic Equipment, Instruments &amp; C...",811.09M
SCU,Sculptor Capital Management,Capital Markets,482.73M
SCVL,Shoe Carnival,Specialty Retail,925.51M
SCVX,SCVX Corp.,Shell Companies,286.92M
SCWX,SecureWorks,Software,1.18B
SCX,The L.S. Starrett Company,Machinery,69.04M
SCYX,SCYNEXIS,Pharmaceuticals,118.55M
SD,SandRidge Energy,"Oil, Gas &amp; Consumable Fuels",364.91M
SDAC,Sustainable Development Acquisition I,Blank Check / SPAC,384.64M
SDC,SmileDirectClub,Health Care Equipment &amp; Supplies,756.81M
SDGR,Schrodinger,Health Care Technology,1.92B
SDH,Global Internet of People,Consulting Services,28.21M
SDIG,Stronghold Digital Mining,Internet Software &amp; Services,441.75M
SDPI,Superior Drilling Products,Energy Equipment &amp; Services,20.63M
SE,Sea Limited,Entertainment,86.12B
SEAC,SeaChange International,Software,46.88M
SEAH,Sports Entertainment Acquisition,Blank Check / SPAC,463.50M
SEAS,SeaWorld Entertainment,"Hotels, Restaurants &amp; Leisure",4.53B
SEAT,Vivid Seats,Internet Content &amp; Information,718.70M
SEB,Seaboard,Food Products,4.33B
SECO,Secoo Holding,Internet &amp; Direct Marketing Retail,26.40M
SEDA,SDCL EDGE Acquisition,Blank Check / SPAC,212.19M
SEDG,SolarEdge Technologies,Semiconductors &amp; Semiconductor Equipment,11.57B
SEE,Sealed Air,Containers &amp; Packaging,9.89B
SEED,Origin Agritech,Food Products,35.26M
SEEL,Seelos Therapeutics,Pharmaceuticals,124.48M
SEER,"Seer, Inc.",Life Sciences Tools &amp; Services,963.27M
SEIC,SEI Investments Company,Capital Markets,8.05B
SELB,Selecta Biosciences,Biotechnology,278.79M
SELF,Global Self Storage,"Equity Real Estate 
Investment Trusts...",59.22M
SEM,Select Medical Holdings,Health Care Providers &amp; Services,3.07B
SEMR,SEMrush Holdings,Software,2.31B
SENEA,Seneca Foods,Food Products,399.80M
SENEB,Seneca Foods,Food Products,399.80M
SENS,Senseonics Holdings,Health Care Equipment &amp; Supplies,1.16B
SERA,Sera Prognostics,Diagnostics &amp; Research,214.45M
SESN,Sesen Bio,Biotechnology,140.84M
SEV,Sono Group,Auto Manufacturers,450.48M
SEVN,Seven Hills Realty Trust,REIT-Mortgage,157.50M
SF,Stifel Financial,Capital Markets,6.95B
SFBC,Sound Financial Bancorp,Banks,115.14M
SFBS,ServisFirst Bancshares,Banks,4.49B
SFE,Safeguard Scientifics,Capital Markets,107.78M
SFET,Safe-T Group,Software,21.58M
SFIX,Stitch Fix,Internet &amp; Direct Marketing Retail,1.59B
SFL,SFL Corporation Ltd.,"Oil, Gas &amp; Consumable Fuels",1.11B
SFM,Sprouts Farmers Market,Food &amp; Staples Retailing,3.21B
SFNC,Simmons First National,Banks,3.34B
SFST,Southern First Bancshares,Banks,463.01M
SFT,Shift Technologies,Internet Retail,161.80M
SFUN,Fang Holdings,Interactive Media &amp; Services,35.87M
SG,Sweetgreen,Insurance,2.63B
SGA,Saga Communications,Media,137.37M
SGBX,SG Blocks,Machinery,26.13M
SGC,Superior Group of Companies,"Textiles, Apparel &amp; Luxury Goods",326.93M
SGEN,Seagen,Biotechnology,23.32B
SGFY,Signify Health,Health Information Services,2.09B
SGH,SMART Global Holdings,Semiconductors &amp; Semiconductor Equipment,1.39B
SGHT,Sight Sciences,Medical Devices,686.43M
SGII,Seaport Global Acquisition II,Blank Check / SPAC,154.53M
SGLB,Sigma Labs,Aerospace &amp; Defense,18.37M
SGLY,Singularity Future Technology,Integrated Freight &amp; Logistics,74.30M
SGMA,SigmaTron International,"Electronic Equipment, Instruments &amp; C...",44.70M
SGML,Sigma Lithium,Other Industrial Metals &amp; Mining,0.00
SGMO,Sangamo Therapeutics,Biotechnology,827.43M
SGMS,Scientific Games,"Hotels, Restaurants &amp; Leisure",5.41B
SGRP,SPAR Group,Media,22.75M
SGRY,Surgery Partners,Health Care Providers &amp; Services,3.76B
SGTX,Sigilon Therapeutics,Biotechnology,58.48M
SGU,Star Group,Gas Utilities,394.60M
SHAC,SCP &amp; CO Healthcare Acquisition Company,Blank Check / SPAC,278.59M
SHAK,Shake Shack,"Hotels, Restaurants &amp; Leisure",2.49B
SHBI,Shore Bancshares,Banks,399.28M
SHC,Sotera Health Company,Diagnostics &amp; Research,5.83B
SHCA,Spindletop Health Acquisition,Blank Check / SPAC,247.25M
SHCR,Sharecare,Health Information Services,1.07B
SHEN,Shenandoah Telecommunications Company,Wireless Telecommunication Services,1.12B
SHG,Shinhan Financial Group Co.,Banks,17.00B
SHI,Sinopec Shanghai Petrochemical Company,Chemicals,5.47B
SHIP,Seanergy Maritime Holdings,Marine,152.89M
SHLS,Shoals Technologies Group,Solar,1.60B
SHLX,Shell Midstream Partners,"Oil, Gas &amp; Consumable Fuels",4.99B
SHO,Sunstone Hotel Investors,"Equity Real Estate 
Investment Trusts...",2.44B
SHOO,Steven Madden,"Textiles, Apparel &amp; Luxury Goods",3.23B
SHOP,Shopify,IT Services,111.54B
SHPW,Shapeways Holdings,Specialty Industrial Machinery,152.62M
SHQA,Shelter Acquisition I,Blank Check / SPAC,243.60M
SHW,The Sherwin-Williams Company,Chemicals,76.78B
SHYF,The Shyft Group,Machinery,1.50B
SI,Silvergate Capital,Banks,2.88B
SIBN,SI-BONE,Health Care Equipment &amp; Supplies,673.15M
SID,Companhia Siderurgica Nacional,Metals &amp; Mining,6.52B
SIDU,Sidus Space,Aerospace &amp; Defense,145.64M
SIEB,Siebert Financial,Capital Markets,68.05M
SIEN,Sientra,Health Care Equipment &amp; Supplies,166.92M
SIER,Sierra Lake Acquisition,Blank Check / SPAC,367.50M
SIF,SIFCO Industries,Aerospace &amp; Defense,38.69M
SIFY,Sify Technologies,Diversified Telecommunication Services,546.71M
SIG,Signet Jewelers,Specialty Retail,4.21B
SIGA,SIGA Technologies,Pharmaceuticals,470.64M
SIGI,Selective Insurance Group,Insurance,4.63B
SII,Sprott,Capital Markets,933.47M
SILC,Silicom,Communications Equipment,308.99M
SILK,Silk Road Medical,Health Care Equipment &amp; Supplies,1.11B
SILV,SilverCrest Metals,Metals &amp; Mining,1.18B
SIM,Grupo Simec,Metals &amp; Mining,4.06B
SIMO,Silicon Motion Technology,Semiconductors &amp; Semiconductor Equipment,3.02B
SINT,SINTX Technologies,Health Care Equipment &amp; Supplies,12.14M
SIOX,Sio Gene Therapies,Biotechnology,84.51M
SIRI,Sirius XM Holdings,Media,24.04B
SISI,Shineco,Personal Products,26.03M
SITC,SITE Centers,"Equity Real Estate 
Investment Trusts...",3.08B
SITE,SiteOne Landscape Supply,Trading Companies &amp; Distributors,8.13B
SITM,SiTime,Semiconductors &amp; Semiconductor Equipment,4.02B
SIVB,SVB Financial Group,Banks,34.14B
SIX,Six Flags Entertainment,"Hotels, Restaurants &amp; Leisure",3.36B
SJ,Scienjoy Holding,Broadcasting,165.64M
SJI,South Jersey Industries,Gas Utilities,2.74B
SJM,The J. M. Smucker Company,Food Products,15.52B
SJR,Shaw Communications,Media,14.97B
SJT,San Juan Basin Royalty Trust,"Oil, Gas &amp; Consumable Fuels",307.15M
SJW,SJW Group,Water Utilities,2.04B
SKE,Skeena Resources,Other Industrial Metals &amp; Mining,791.61M
SKIL,Skillsoft,Education &amp; Training Services,966.78M
SKIN,The Beauty Health Company,Household &amp; Personal Products,2.04B
SKLZ,Skillz,Entertainment,1.97B
SKM,SK Telecom Co.,Wireless Telecommunication Services,10.45B
SKT,Tanger Factory Outlet Centers,"Equity Real Estate 
Investment Trusts...",1.87B
SKX,Skechers USA,"Textiles, Apparel &amp; Luxury Goods",6.42B
SKY,Skyline Champion,Household Durables,3.34B
SKYA,Skydeck Acquisition,Blank Check / SPAC,268.76M
SKYT,SkyWater Technology,Semiconductors,421.06M
SKYW,SkyWest,Airlines,1.92B
SLAB,Silicon Laboratories,Semiconductors &amp; Semiconductor Equipment,6.52B
SLAC,Social Leverage Acquisition I,Blank Check / SPAC,419.61M
SLAM,Slam Corp.,Blank Check / SPAC,698.63M
SLB,Schlumberger,Energy Equipment &amp; Services,51.00B
SLCA,U.S. Silica Holdings,Energy Equipment &amp; Services,715.14M
SLCR,Silver Crest Acquisition,Blank Check / SPAC,421.76M
SLDB,Solid Biosciences,Biotechnology,141.18M
SLDP,Solid Power,Electrical Equipment &amp; Parts,62.94M
SLF,Sun Life Financial,Insurance,32.99B
SLG,SL Green Realty,"Equity Real Estate 
Investment Trusts...",4.91B
SLGC,SomaLogic,Health Information Services,1.51B
SLGG,Super League Gaming,Interactive Media &amp; Services,67.26M
SLGL,Sol-Gel Technologies,Pharmaceuticals,166.46M
SLGN,Silgan Holdings,Containers &amp; Packaging,4.63B
SLHG,Skylight Health Group,Medical Care Facilities,35.79M
SLI,Standard Lithium,Other Industrial Metals &amp; Mining,1.05B
SLM,SLM Corporation,Consumer Finance,5.05B
SLN,Silence Therapeutics,Biotechnology,636.52M
SLNG,Stabilis Solutions,"Oil, Gas &amp; Consumable Fuels",59.62M
SLNH,Soluna Holdings,Scientific &amp; Technical Instruments,108.74M
SLNO,Soleno Therapeutics,Biotechnology,29.77M
SLP,Simulations Plus,Health Care Technology,852.41M
SLQT,SelectQuote,Insurance Brokers,1.21B
SLRC,SLR Investment,Capital Markets,774.64M
SLRX,Salarius Pharmaceuticals,Biotechnology,20.47M
SLS,SELLAS Life Sciences Group,Biotechnology,80.54M
SLVM,Sylvamo,Paper &amp; Paper Products,1.34B
SLVR,SilverSPAC,Blank Check / SPAC,302.19M
SM,SM Energy Company,"Oil, Gas &amp; Consumable Fuels",3.81B
SMAP,SportsMap Tech Acquisition,Blank Check / SPAC,148.39M
SMAR,Smartsheet,Software,7.30B
SMBC,Southern Missouri Bancorp,Thrifts &amp; Mortgage Finance,472.22M
SMBK,SmartFinancial,Banks,441.22M
SMCI,Super Micro Computer,"Technology Hardware, Storage &amp; Periph...",2.09B
SMED,Sharps Compliance,Health Care Providers &amp; Services,125.18M
SMFG,Sumitomo Mitsui Financial Group,Banks,49.50B
SMFR,Sema4 Holdings,Health Information Services,768.98M
SMG,The Scotts Miracle-Gro Company,Chemicals,8.21B
SMHI,Seacor Marine Holdings,Energy Equipment &amp; Services,101.70M
SMID,Smith-Midland,Construction Materials,129.34M
SMIH,Summit Healthcare Acquisition,Blank Check / SPAC,248.49M
SMIT,Schmitt Industries,"Electronic Equipment, Instruments &amp; C...",18.45M
SMLP,Summit Midstream Partners LP,"Oil, Gas &amp; Consumable Fuels",169.71M
SMLR,Semler Scientific,Health Care Equipment &amp; Supplies,504.46M
SMMF,Summit Financial Group,Banks,343.02M
SMMT,Summit Therapeutics,Biotechnology,201.29M
SMP,Standard Motor Products,Auto Components,1.04B
SMPL,The Simply Good Foods Company,Food Products,3.58B
SMRT,SmartRent,Software-Application,1.38B
SMSI,Smith Micro Software,Software,215.53M
SMTC,Semtech,Semiconductors &amp; Semiconductor Equipment,4.73B
SMTI,Sanara MedTech,Medical Instruments &amp; Supplies,168.52M
SMTS,Sierra Metals,Metals &amp; Mining,199.35M
SMWB,Similarweb,Internet Content &amp; Information,1.11B
SNA,Snap-on,Machinery,11.02B
SNAP,"Snap, Inc.",Interactive Media &amp; Services,51.71B
SNAX,Stryve Foods,Packaged Foods,27.53M
SNBR,Sleep Number,Specialty Retail,1.58B
SNCE,Science 37,Health Information Services,986.48M
SNCR,Synchronoss Technologies,Software,180.22M
SNCY,Sun Country Airlines Holdings,Airlines,1.44B
SND,Smart Sand,Energy Equipment &amp; Services,85.10M
SNDA,Sonida Senior Living,Medical Care Facilities,62.94M
SNDL,Sundial Growers,Pharmaceuticals,985.30M
SNDR,Schneider National,Road &amp; Rail,4.58B
SNDX,Syndax Pharmaceuticals,Biotechnology,880.41M
SNES,SenesTech,Pharmaceuticals,10.99M
SNEX,StoneX Group,Capital Markets,1.23B
SNFCA,Security National Financial,Thrifts &amp; Mortgage Finance,181.47M
SNGX,Soligenix,Biotechnology,27.26M
SNII,Supernova Partners Acquisition Company II,Blank Check / SPAC,426.94M
SNMP,Evolve Transition Infrastructure LP,"Oil, Gas &amp; Consumable Fuels",37.67M
SNN,Smith &amp; Nephew,Health Care Equipment &amp; Supplies,15.24B
SNOA,Sonoma Pharmaceuticals,Pharmaceuticals,11.80M
SNOW,Snowflake,IT Services,81.95B
SNP,China Petroleum &amp; Chemical,"Oil, Gas &amp; Consumable Fuels",78.01B
SNPO,Snap One Holdings,Electronics &amp; Computer Distribution,1.38B
SNPS,Synopsys,Software,46.54B
SNPX,Synaptogenix,Biotechnology,52.39M
SNRH,Senior Connect Acquisition I,Blank Check / SPAC,505.08M
SNSE,Sensei Biotherapeutics,Biotechnology,146.86M
SNT,Senstar Technologies,"Electronic Equipment, Instruments &amp; C...",59.54M
SNTG,Sentage Holdings,Credit Services,10.85M
SNV,Synovus Financial,Banks,7.14B
SNX,Synnex,"Electronic Equipment, Instruments &amp; C...",9.97B
SNY,Sanofi,Pharmaceuticals,128.86B
SO,The Southern Company,Electric Utilities,71.87B
SOFI,SoFi Technologies,Credit Services,11.11B
SOHO,Sotherly Hotels,"Equity Real Estate 
Investment Trusts...",35.23M
SOHU,Sohu.com,Interactive Media &amp; Services,684.32M
SOI,Solaris Oilfield Infrastructure,Energy Equipment &amp; Services,235.84M
SOL,ReneSola,Construction &amp; Engineering,387.80M
SOLO,Electrameccanica Vehicles,Automobiles,230.57M
SON,Sonoco Products Company,Containers &amp; Packaging,5.58B
SOND,Sonder Holdings,Shell Companies,67.40M
SONM,Sonim Technologies,"Technology Hardware, Storage &amp; Periph...",10.30M
SONN,Sonnet BioTherapeutics Holdings,Biotechnology,19.46M
SONO,Sonos,Household Durables,2.93B
SONX,Sonendo,Medical Devices,175.34M
SONY,Sony Group,Household Durables,140.87B
SOPA,Society Pass,Software-Application,103.20M
SOPH,SOPHiA GENETICS,Health Information Services,740.11M
SOS,SOS Limited,Software-Infrastructure,170.89M
SOTK,Sono-Tek,"Electronic Equipment, Instruments &amp; C...",111.45M
SOVO,Sovos Brands,Packaged Foods,1.37B
SP,SP Plus,Commercial Services &amp; Supplies,653.72M
SPAQ,Spartan Acquisition III,Blank Check / SPAC,683.79M
SPB,Spectrum Brands Holdings,Household Products,3.68B
SPCB,SuperCom,"Electronic Equipment, Instruments &amp; C...",13.03M
SPCE,Virgin Galactic Holdings,Aerospace &amp; Defense,2.19B
SPFI,South Plains Financial,Banks,515.00M
SPG,Simon Property Group,"Equity Real Estate 
Investment Trusts...",48.29B
SPGI,S&amp;P Global,Capital Markets,100.48B
SPGS,Simon Property Group Acquisition Holdings,Blank Check / SPAC,418.74M
SPH,Suburban Propane Partners,Gas Utilities,946.97M
SPI,SPI Energy Co.,Semiconductors &amp; Semiconductor Equipment,64.67M
SPIR,Spire Global,Semiconductors &amp; Semiconductor Equipment,308.72M
SPK,SPK Acquisition,Blank Check / SPAC,78.22M
SPKB,Silver Spike Acquisition II,Blank Check / SPAC,350.03M
SPLK,Splunk,Software,18.30B
SPLP,Steel Partners Holdings LP,Industrial Conglomerates,739.87M
SPNE,SeaSpine Holdings,Health Care Equipment &amp; Supplies,435.48M
SPNS,Sapiens International,Software,1.68B
SPNT,SiriusPoint,Insurance-Reinsurance,1.33B
SPOK,Spok Holdings,Wireless Telecommunication Services,186.24M
SPOT,Spotify Technology,Entertainment,37.45B
SPPI,Spectrum Pharmaceuticals,Biotechnology,155.76M
SPR,Spirit AeroSystems Holdings,Aerospace &amp; Defense,4.71B
SPRB,Spruce Biosciences,Biotechnology,60.53M
SPRC,SciSparc,Biotechnology,811.38M
SPRO,Spero Therapeutics,Biotechnology,374.95M
SPSC,SPS Commerce,Software,4.17B
SPT,Sprout Social,Software,3.24B
SPTK,SportsTek Acquisition,Blank Check / SPAC,209.59M
SPTN,SpartanNash Company,Food &amp; Staples Retailing,879.92M
SPWH,Sportsman's Warehouse Holdings,Specialty Retail,470.39M
SPWR,SunPower,Semiconductors &amp; Semiconductor Equipment,2.73B
SPXC,SPX Corporation,Machinery,2.36B
SQ,Block,IT Services,54.48B
SQFT,Presidio Property Trust,REIT-Diversified,44.98M
SQL,SeqLL,Diagnostics &amp; Research,17.47M
SQM,Sociedad Quimica y Minera de Chile,Chemicals,15.60B
SQNS,Sequans Communications,Semiconductors &amp; Semiconductor Equipment,158.87M
SQSP,Squarespace,Software-Infrastructure,3.97B
SQZ,SQZ Biotechnologies Company,Biotechnology,200.96M
SR,Spire,Gas Utilities,3.32B
SRAD,Sportradar Group AG,Software-Application,3.76B
SRAX,"SRAX, Inc.",Media,123.42M
SRC,Spirit Realty Capital,"Equity Real Estate 
Investment Trusts...",5.83B
SRCE,1st Source,Banks,1.20B
SRCL,Stericycle,Commercial Services &amp; Supplies,5.32B
SRDX,SurModics,Health Care Equipment &amp; Supplies,614.21M
SRE,Sempra Energy,Multi-Utilities,43.08B
SREV,ServiceSource International,IT Services,100.06M
SRG,Seritage Growth Properties,"Equity Real Estate 
Investment Trusts...",445.04M
SRGA,Surgalign Holdings,Medical Devices,103.29M
SRI,Stoneridge,Auto Components,514.49M
SRL,Scully Royalty,Capital Markets,119.27M
SRLP,Sprague Resources LP,"Oil, Gas &amp; Consumable Fuels",436.80M
SRNE,Sorrento Therapeutics,Biotechnology,1.17B
SRPT,Sarepta Therapeutics,Biotechnology,5.53B
SRRA,Sierra Oncology,Biotechnology,253.98M
SRRK,Scholar Rock Holding,Biotechnology,623.52M
SRSA,Sarissa Capital Acquisition,Blank Check / SPAC,245.25M
SRT,Startek,IT Services,203.21M
SRTS,Sensus Healthcare,Health Care Equipment &amp; Supplies,123.47M
SRZN,Surrozen,Biotechnology,116.64M
SSAA,Science Strategic Acquisition Alpha,Blank Check / SPAC,378.03M
SSB,South State,Banks,5.77B
SSBI,Summit State Bank,Banks,102.07M
SSBK,Southern States Bancshares,Banks-Regional,180.17M
SSD,Simpson Manufacturing Company,Building Products,4.94B
SSKN,STRATA Skin Sciences,Health Care Equipment &amp; Supplies,49.31M
SSL,Sasol,Chemicals,12.88B
SSNC,SS&amp;C Technologies Holdings,Software,20.22B
